subject,device,gap_samples,gap_s
subject101,chest,3247,32.47
subject101,chest,654,6.54
subject101,chest,109,1.09
subject101,chest,1837,18.37
subject101,chest,447,4.47
subject101,chest,3124,31.24
subject101,chest,835,8.35
subject101,chest,744,7.44
subject101,chest,1071,10.71
subject101,chest,520,5.2
subject101,chest,7200,72.0
subject101,chest,13335,133.35
subject101,chest,7399,73.99
subject101,chest,1987,19.87
subject101,chest,43,0.43
subject101,chest,1,0.01
subject101,chest,164,1.64
subject101,chest,1,0.01
subject101,chest,4,0.04
subject101,chest,1,0.01
subject101,chest,1,0.01
subject101,chest,2,0.02
subject101,chest,1,0.01
subject101,chest,1,0.01
subject101,chest,3,0.03
subject101,chest,62,0.62
subject101,chest,87,0.87
subject101,chest,12,0.12
subject101,chest,108,1.08
subject101,chest,1,0.01
subject101,chest,15431,154.31
subject101,chest,21917,219.17
subject101,chest,14510,145.1
subject101,chest,4,0.04
subject101,chest,537,5.37
subject101,chest,20,0.2
subject101,chest,339,3.39
subject101,chest,1186,11.86
subject101,chest,149,1.49
subject101,chest,17,0.17
subject101,chest,38,0.38
subject101,chest,18,0.18
subject101,chest,154,1.54
subject101,chest,221,2.21
subject101,chest,451,4.51
subject101,chest,40,0.4
subject101,chest,88,0.88
subject101,chest,32,0.32
subject101,chest,113,1.13
subject101,chest,102,1.02
subject101,chest,1,0.01
subject101,chest,100,1.0
subject101,chest,44,0.44
subject101,chest,27,0.27
subject101,chest,415,4.15
subject101,chest,31,0.31
subject101,chest,64,0.64
subject101,chest,25,0.25
subject101,chest,81,0.81
subject101,chest,4,0.04
subject101,chest,6,0.06
subject101,chest,276,2.76
subject101,chest,204,2.04
subject101,chest,146,1.46
subject101,chest,54,0.54
subject101,chest,2,0.02
subject101,chest,338,3.38
subject101,chest,180,1.8
subject101,chest,78,0.78
subject101,chest,21,0.21
subject101,chest,62,0.62
subject101,chest,27,0.27
subject101,chest,290,2.9
subject101,chest,172,1.72
subject101,chest,251,2.51
subject101,chest,757,7.57
subject101,chest,50,0.5
subject101,chest,85,0.85
subject101,chest,120,1.2
subject101,chest,11,0.11
subject101,chest,903,9.03
subject101,chest,198,1.98
subject101,chest,1,0.01
subject101,chest,50,0.5
subject101,chest,54,0.54
subject101,chest,121,1.21
subject101,chest,48,0.48
subject101,chest,41,0.41
subject101,chest,42,0.42
subject101,chest,16,0.16
subject101,chest,13,0.13
subject101,chest,4,0.04
subject101,chest,4,0.04
subject101,chest,4,0.04
subject101,chest,13,0.13
subject101,chest,65,0.65
subject101,chest,6,0.06
subject101,chest,2,0.02
subject101,chest,14,0.14
subject101,chest,36,0.36
subject101,chest,23,0.23
subject101,chest,22,0.22
subject101,chest,193,1.93
subject101,chest,147,1.47
subject101,chest,3,0.03
subject101,chest,42,0.42
subject101,chest,99,0.99
subject101,chest,6,0.06
subject101,chest,23,0.23
subject101,chest,83,0.83
subject101,chest,85,0.85
subject101,chest,83,0.83
subject101,chest,1,0.01
subject101,chest,111,1.11
subject101,chest,64,0.64
subject101,chest,3,0.03
subject101,chest,512,5.12
subject101,chest,48,0.48
subject101,chest,55,0.55
subject101,chest,11,0.11
subject101,chest,18,0.18
subject101,chest,3,0.03
subject101,chest,34,0.34
subject101,chest,66,0.66
subject101,chest,6,0.06
subject101,chest,2,0.02
subject101,chest,16,0.16
subject101,chest,4,0.04
subject101,chest,6,0.06
subject101,chest,35,0.35
subject101,chest,74,0.74
subject101,chest,2,0.02
subject101,chest,57,0.57
subject101,chest,1,0.01
subject101,chest,14,0.14
subject101,chest,41,0.41
subject101,chest,89,0.89
subject101,chest,109,1.09
subject101,chest,3,0.03
subject101,chest,43,0.43
subject101,chest,2,0.02
subject101,chest,9,0.09
subject101,chest,14,0.14
subject101,chest,11,0.11
subject101,chest,179,1.79
subject101,chest,83,0.83
subject101,chest,164,1.64
subject101,chest,102,1.02
subject101,chest,8,0.08
subject101,chest,81,0.81
subject101,chest,85,0.85
subject101,chest,80,0.8
subject101,chest,15,0.15
subject101,chest,162,1.62
subject101,chest,3522,35.22
subject101,chest,11,0.11
subject101,chest,217,2.17
subject101,chest,374,3.74
subject101,chest,172,1.72
subject101,chest,114,1.14
subject101,chest,175,1.75
subject101,chest,188,1.88
subject101,chest,29,0.29
subject101,chest,7,0.07
subject101,chest,62,0.62
subject101,chest,1194,11.94
subject101,chest,136,1.36
subject101,chest,2,0.02
subject101,chest,173,1.73
subject101,chest,4,0.04
subject101,chest,377,3.77
subject101,chest,99,0.99
subject101,chest,229,2.29
subject101,chest,920,9.2
subject101,chest,5509,55.09
subject101,chest,469,4.69
subject101,chest,624,6.24
subject101,chest,829,8.29
subject101,chest,2601,26.01
subject101,chest,178,1.78
subject101,chest,470,4.7
subject101,chest,43,0.43
subject101,chest,1713,17.13
subject101,chest,1244,12.44
subject101,chest,389,3.89
subject101,chest,415,4.15
subject101,chest,1043,10.43
subject101,chest,1000,10.0
subject101,chest,1238,12.38
subject101,chest,148,1.48
subject101,chest,386,3.86
subject101,chest,670,6.7
subject101,chest,103,1.03
subject101,chest,258,2.58
subject101,chest,237,2.37
subject101,chest,686,6.86
subject101,chest,910,9.1
subject101,chest,428,4.28
subject101,chest,1010,10.1
subject101,chest,2045,20.45
subject101,chest,381,3.81
subject101,chest,2006,20.06
subject101,chest,239,2.39
subject101,chest,351,3.51
subject101,chest,172,1.72
subject101,chest,3789,37.89
subject101,chest,7119,71.19
subject101,chest,17472,174.72
subject101,chest,5750,57.5
subject101,chest,959,9.59
subject101,chest,3,0.03
subject101,chest,3894,38.94
subject101,chest,1492,14.92
subject101,chest,1253,12.53
subject101,chest,5,0.05
subject101,chest,8,0.08
subject101,chest,657,6.57
subject101,chest,84,0.84
subject101,chest,633,6.33
subject101,chest,22,0.22
subject101,chest,168,1.68
subject101,chest,325,3.25
subject101,chest,61,0.61
subject101,chest,1936,19.36
subject101,chest,64,0.64
subject101,chest,156,1.56
subject101,chest,176,1.76
subject101,chest,65,0.65
subject101,chest,1218,12.18
subject101,chest,489,4.89
subject101,chest,84,0.84
subject101,chest,2927,29.27
subject101,chest,172,1.72
subject101,chest,17,0.17
subject101,chest,56,0.56
subject101,chest,101,1.01
subject101,chest,77,0.77
subject101,chest,305,3.05
subject101,chest,16,0.16
subject101,chest,5,0.05
subject101,chest,132,1.32
subject101,chest,7,0.07
subject101,chest,69,0.69
subject101,chest,84,0.84
subject101,chest,5,0.05
subject101,chest,71,0.71
subject101,chest,404,4.04
subject101,chest,17,0.17
subject101,chest,57,0.57
subject101,chest,83,0.83
subject101,chest,91,0.91
subject101,chest,639,6.39
subject101,chest,78,0.78
subject101,chest,1062,10.62
subject101,chest,16,0.16
subject101,chest,78,0.78
subject101,chest,1,0.01
subject101,chest,3,0.03
subject101,chest,624,6.24
subject101,chest,247,2.47
subject101,chest,239,2.39
subject101,chest,727,7.27
subject101,chest,1217,12.17
subject101,chest,1194,11.94
subject101,chest,6588,65.88
subject101,chest,2,0.02
subject101,chest,618,6.18
subject101,chest,23,0.23
subject101,chest,7302,73.02
subject101,chest,4080,40.8
subject101,chest,1815,18.15
subject101,chest,430,4.3
subject101,chest,7804,78.04
subject101,chest,3441,34.41
subject101,chest,3138,31.38
subject101,chest,1376,13.76
subject101,chest,1040,10.4
subject101,ankle,3,0.03
subject101,ankle,4385,43.85
subject101,ankle,12426,124.26
subject101,ankle,3,0.03
subject101,ankle,2607,26.07
subject101,ankle,187,1.87
subject101,ankle,22577,225.77
subject101,ankle,6799,67.99
subject101,ankle,180,1.8
subject101,ankle,1,0.01
subject101,ankle,1,0.01
subject101,ankle,2,0.02
subject101,ankle,95,0.95
subject101,ankle,167,1.67
subject101,ankle,1,0.01
subject101,ankle,2325,23.25
subject101,ankle,3818,38.18
subject101,ankle,949,9.49
subject101,ankle,41,0.41
subject101,ankle,59,0.59
subject101,ankle,851,8.51
subject101,ankle,279,2.79
subject101,ankle,364,3.64
subject101,ankle,8366,83.66
subject101,ankle,1424,14.24
subject101,ankle,309,3.09
subject101,ankle,2908,29.08
subject101,ankle,2886,28.86
subject101,ankle,126,1.26
subject101,ankle,1,0.01
subject101,ankle,554,5.54
subject101,ankle,21,0.21
subject101,ankle,4022,40.22
subject101,ankle,1267,12.67
subject101,ankle,1483,14.83
subject101,ankle,4233,42.33
subject101,ankle,2,0.02
subject101,ankle,271,2.71
subject101,ankle,237,2.37
subject101,ankle,5483,54.83
subject101,ankle,4340,43.4
subject101,ankle,4548,45.48
subject101,ankle,3688,36.88
subject101,ankle,178,1.78
subject101,ankle,48,0.48
subject101,ankle,14,0.14
subject101,ankle,677,6.77
subject101,ankle,3022,30.22
subject101,ankle,1444,14.44
subject101,ankle,2072,20.72
subject101,ankle,702,7.02
subject101,ankle,1671,16.71
subject101,ankle,385,3.85
subject101,ankle,605,6.05
subject101,ankle,1655,16.55
subject101,ankle,911,9.11
subject101,ankle,329,3.29
subject101,ankle,1511,15.11
subject101,ankle,818,8.18
subject101,ankle,3,0.03
subject101,ankle,152,1.52
subject101,ankle,1373,13.73
subject101,ankle,655,6.55
subject101,ankle,992,9.92
subject101,ankle,277,2.77
subject101,ankle,1315,13.15
subject101,ankle,157,1.57
subject101,ankle,289,2.89
subject101,ankle,1922,19.22
subject101,ankle,3025,30.25
subject101,ankle,1,0.01
subject101,ankle,1740,17.4
subject101,ankle,1566,15.66
subject101,ankle,4679,46.79
subject101,ankle,1455,14.55
subject101,ankle,3009,30.09
subject101,ankle,22976,229.76
subject101,ankle,902,9.02
subject101,ankle,1,0.01
subject101,ankle,1,0.01
subject101,ankle,504,5.04
subject101,ankle,9847,98.47
subject101,ankle,3884,38.84
subject101,ankle,1046,10.46
subject101,ankle,1740,17.4
subject101,ankle,4021,40.21
subject101,ankle,1608,16.08
subject101,ankle,1771,17.71
subject101,ankle,2116,21.16
subject101,ankle,1584,15.84
subject101,ankle,4185,41.85
subject101,ankle,2801,28.01
subject101,ankle,580,5.8
subject101,ankle,4376,43.76
subject101,ankle,553,5.53
subject101,ankle,194,1.94
subject101,ankle,2662,26.62
subject101,ankle,530,5.3
subject101,ankle,144,1.44
subject101,ankle,34,0.34
subject101,ankle,849,8.49
subject101,ankle,13,0.13
subject101,ankle,115,1.15
subject101,ankle,103,1.03
subject101,ankle,155,1.55
subject101,ankle,192,1.92
subject101,ankle,4,0.04
subject101,ankle,218,2.18
subject101,ankle,247,2.47
subject101,ankle,348,3.48
subject101,ankle,383,3.83
subject101,ankle,80,0.8
subject101,ankle,629,6.29
subject101,ankle,444,4.44
subject101,ankle,467,4.67
subject101,ankle,32,0.32
subject101,ankle,1,0.01
subject101,ankle,322,3.22
subject101,ankle,358,3.58
subject101,ankle,259,2.59
subject101,ankle,514,5.14
subject101,ankle,1025,10.25
subject101,ankle,115,1.15
subject101,ankle,351,3.51
subject101,ankle,136,1.36
subject101,ankle,375,3.75
subject101,ankle,878,8.78
subject101,ankle,518,5.18
subject101,ankle,31,0.31
subject101,ankle,119,1.19
subject101,ankle,190,1.9
subject101,ankle,47,0.47
subject101,ankle,341,3.41
subject101,ankle,349,3.49
subject101,ankle,93,0.93
subject101,ankle,338,3.38
subject101,ankle,11,0.11
subject101,ankle,108,1.08
subject101,ankle,26,0.26
subject101,ankle,335,3.35
subject101,ankle,1,0.01
subject101,ankle,938,9.38
subject101,ankle,277,2.77
subject101,ankle,201,2.01
subject101,ankle,568,5.68
subject101,ankle,74,0.74
subject101,ankle,737,7.37
subject101,ankle,352,3.52
subject101,ankle,9,0.09
subject101,ankle,944,9.44
subject101,ankle,1231,12.31
subject101,ankle,238,2.38
subject101,ankle,34,0.34
subject101,ankle,206,2.06
subject101,ankle,26,0.26
subject101,ankle,207,2.07
subject101,ankle,1682,16.82
subject101,ankle,562,5.62
subject101,ankle,2397,23.97
subject101,ankle,633,6.33
subject101,ankle,27,0.27
subject101,ankle,1155,11.55
subject101,ankle,41,0.41
subject101,ankle,1,0.01
subject101,ankle,30,0.3
subject101,ankle,85,0.85
subject101,ankle,430,4.3
subject101,ankle,82,0.82
subject101,ankle,2629,26.29
subject101,ankle,1,0.01
subject101,ankle,1,0.01
subject101,ankle,25,0.25
subject101,ankle,1553,15.53
subject101,ankle,4,0.04
subject101,ankle,441,4.41
subject101,ankle,31,0.31
subject101,ankle,196,1.96
subject101,ankle,217,2.17
subject101,ankle,292,2.92
subject101,ankle,16,0.16
subject101,ankle,98,0.98
subject101,ankle,241,2.41
subject101,ankle,66,0.66
subject101,ankle,4,0.04
subject101,ankle,47,0.47
subject101,ankle,218,2.18
subject101,ankle,691,6.91
subject101,ankle,242,2.42
subject101,ankle,33,0.33
subject101,ankle,360,3.6
subject101,ankle,267,2.67
subject101,ankle,174,1.74
subject101,ankle,736,7.36
subject101,ankle,1,0.01
subject101,ankle,849,8.49
subject101,ankle,31,0.31
subject101,ankle,111,1.11
subject101,ankle,366,3.66
subject101,ankle,805,8.05
subject101,ankle,125,1.25
subject101,ankle,13,0.13
subject101,ankle,138,1.38
subject101,ankle,81,0.81
subject101,ankle,37,0.37
subject101,ankle,280,2.8
subject101,ankle,336,3.36
subject101,ankle,22,0.22
subject101,ankle,1,0.01
subject101,ankle,446,4.46
subject101,ankle,98,0.98
subject101,ankle,1144,11.44
subject101,ankle,14,0.14
subject101,ankle,537,5.37
subject101,ankle,121,1.21
subject101,ankle,367,3.67
subject101,ankle,242,2.42
subject101,ankle,17,0.17
subject101,ankle,58,0.58
subject101,ankle,170,1.7
subject101,ankle,622,6.22
subject101,ankle,54,0.54
subject101,ankle,194,1.94
subject101,ankle,360,3.6
subject101,ankle,121,1.21
subject101,ankle,151,1.51
subject101,ankle,1450,14.5
subject101,ankle,15,0.15
subject101,ankle,121,1.21
subject101,ankle,245,2.45
subject101,ankle,654,6.54
subject101,ankle,234,2.34
subject101,ankle,300,3.0
subject101,ankle,728,7.28
subject101,ankle,1155,11.55
subject101,ankle,5,0.05
subject101,ankle,14,0.14
subject101,ankle,48,0.48
subject101,ankle,278,2.78
subject101,ankle,483,4.83
subject101,ankle,5,0.05
subject101,ankle,93,0.93
subject101,ankle,130,1.3
subject101,ankle,72,0.72
subject101,ankle,3,0.03
subject101,ankle,1091,10.91
subject101,ankle,270,2.7
subject101,ankle,4910,49.1
subject101,ankle,1320,13.2
subject101,ankle,67,0.67
subject101,ankle,387,3.87
subject101,ankle,176,1.76
subject101,ankle,1,0.01
subject101,ankle,2,0.02
subject101,ankle,2885,28.85
subject101,ankle,422,4.22
subject101,ankle,220,2.2
subject101,ankle,161,1.61
subject101,ankle,157,1.57
subject101,ankle,394,3.94
subject101,ankle,1818,18.18
subject101,ankle,1897,18.97
subject101,ankle,220,2.2
subject101,ankle,903,9.03
subject101,ankle,1620,16.2
subject101,ankle,510,5.1
subject101,ankle,651,6.51
subject101,ankle,1208,12.08
subject101,ankle,841,8.41
subject101,ankle,208,2.08
subject101,ankle,252,2.52
subject101,ankle,568,5.68
subject101,ankle,119,1.19
subject101,ankle,37,0.37
subject101,ankle,379,3.79
subject101,ankle,966,9.66
subject101,ankle,293,2.93
subject101,ankle,122,1.22
subject101,ankle,2902,29.02
subject101,ankle,372,3.72
subject101,ankle,26,0.26
subject101,ankle,2524,25.24
subject101,ankle,379,3.79
subject101,ankle,563,5.63
subject101,ankle,302,3.02
subject101,ankle,1,0.01
subject101,ankle,4848,48.48
subject101,ankle,3043,30.43
subject101,ankle,1796,17.96
subject101,ankle,100,1.0
subject101,ankle,143,1.43
subject101,ankle,18,0.18
subject101,ankle,71,0.71
subject101,ankle,5,0.05
subject101,ankle,22,0.22
subject101,ankle,56,0.56
subject101,ankle,69,0.69
subject101,ankle,19,0.19
subject101,ankle,1,0.01
subject101,ankle,142,1.42
subject101,ankle,10,0.1
subject101,ankle,25,0.25
subject101,ankle,61,0.61
subject101,ankle,65,0.65
subject101,ankle,18,0.18
subject101,ankle,80,0.8
subject101,ankle,104,1.04
subject101,ankle,57,0.57
subject101,ankle,60,0.6
subject101,ankle,20,0.2
subject101,ankle,9,0.09
subject101,ankle,131,1.31
subject101,ankle,3,0.03
subject101,ankle,13,0.13
subject101,ankle,165,1.65
subject101,ankle,22,0.22
subject101,ankle,121,1.21
subject101,ankle,1,0.01
subject101,ankle,78,0.78
subject101,ankle,3,0.03
subject101,ankle,3,0.03
subject101,ankle,9,0.09
subject101,ankle,98,0.98
subject101,ankle,70,0.7
subject101,ankle,104,1.04
subject101,ankle,36,0.36
subject101,ankle,4,0.04
subject101,ankle,185,1.85
subject101,ankle,138,1.38
subject101,ankle,124,1.24
subject101,ankle,54,0.54
subject101,ankle,161,1.61
subject101,ankle,163,1.63
subject101,ankle,8,0.08
subject101,ankle,363,3.63
subject101,ankle,211,2.11
subject101,ankle,180,1.8
subject101,ankle,238,2.38
subject101,ankle,84,0.84
subject101,ankle,80,0.8
subject101,ankle,147,1.47
subject101,ankle,4,0.04
subject101,ankle,72,0.72
subject101,ankle,17,0.17
subject101,ankle,84,0.84
subject101,ankle,78,0.78
subject101,ankle,227,2.27
subject101,ankle,16,0.16
subject101,ankle,2,0.02
subject101,ankle,239,2.39
subject101,ankle,62,0.62
subject101,ankle,162,1.62
subject101,ankle,88,0.88
subject101,ankle,80,0.8
subject101,ankle,249,2.49
subject101,ankle,396,3.96
subject101,ankle,5,0.05
subject101,ankle,239,2.39
subject101,ankle,488,4.88
subject101,ankle,87,0.87
subject101,ankle,159,1.59
subject101,ankle,3,0.03
subject101,ankle,238,2.38
subject101,ankle,38,0.38
subject101,ankle,656,6.56
subject101,ankle,199,1.99
subject101,ankle,74,0.74
subject101,ankle,25,0.25
subject101,ankle,141,1.41
subject101,ankle,112,1.12
subject101,ankle,42,0.42
subject101,ankle,7,0.07
subject101,ankle,96,0.96
subject101,ankle,53,0.53
subject101,ankle,15,0.15
subject101,ankle,150,1.5
subject101,ankle,74,0.74
subject101,ankle,166,1.66
subject101,ankle,10,0.1
subject101,ankle,6,0.06
subject101,ankle,138,1.38
subject101,ankle,1,0.01
subject101,ankle,1,0.01
subject101,ankle,6,0.06
subject101,ankle,66,0.66
subject101,ankle,22,0.22
subject101,ankle,91,0.91
subject101,ankle,48,0.48
subject101,ankle,8,0.08
subject101,ankle,186,1.86
subject101,ankle,1,0.01
subject101,ankle,42,0.42
subject101,ankle,2,0.02
subject101,ankle,10,0.1
subject101,ankle,65,0.65
subject101,ankle,2,0.02
subject101,ankle,12,0.12
subject101,ankle,79,0.79
subject101,ankle,87,0.87
subject101,ankle,57,0.57
subject101,ankle,4,0.04
subject101,ankle,27,0.27
subject101,ankle,3,0.03
subject101,ankle,44,0.44
subject101,ankle,198,1.98
subject101,ankle,46,0.46
subject101,ankle,2,0.02
subject101,ankle,156,1.56
subject101,ankle,4,0.04
subject101,ankle,29,0.29
subject101,ankle,45,0.45
subject101,ankle,1,0.01
subject101,ankle,77,0.77
subject101,ankle,17,0.17
subject101,ankle,157,1.57
subject101,ankle,2,0.02
subject101,ankle,12,0.12
subject101,ankle,156,1.56
subject101,ankle,53,0.53
subject101,ankle,14,0.14
subject101,ankle,151,1.51
subject101,ankle,14,0.14
subject101,ankle,68,0.68
subject101,ankle,1,0.01
subject101,ankle,9,0.09
subject101,ankle,62,0.62
subject101,ankle,6,0.06
subject101,ankle,11,0.11
subject101,ankle,145,1.45
subject101,ankle,4,0.04
subject101,ankle,4,0.04
subject101,ankle,82,0.82
subject101,ankle,7,0.07
subject101,ankle,166,1.66
subject101,ankle,58,0.58
subject101,ankle,86,0.86
subject101,ankle,37,0.37
subject101,ankle,50,0.5
subject101,ankle,65,0.65
subject101,ankle,1,0.01
subject101,ankle,6,0.06
subject101,ankle,70,0.7
subject101,ankle,17,0.17
subject101,ankle,59,0.59
subject101,ankle,14,0.14
subject101,ankle,11,0.11
subject101,ankle,61,0.61
subject101,ankle,13,0.13
subject101,ankle,72,0.72
subject101,ankle,304,3.04
subject101,ankle,8,0.08
subject101,ankle,21,0.21
subject101,ankle,161,1.61
subject101,ankle,3,0.03
subject101,ankle,46,0.46
subject101,ankle,89,0.89
subject101,ankle,76,0.76
subject101,ankle,2,0.02
subject101,ankle,4,0.04
subject101,ankle,311,3.11
subject101,ankle,3,0.03
subject101,ankle,255,2.55
subject101,ankle,163,1.63
subject101,ankle,1201,12.01
subject101,ankle,99,0.99
subject101,ankle,84,0.84
subject101,ankle,11,0.11
subject101,ankle,46,0.46
subject101,ankle,77,0.77
subject101,ankle,90,0.9
subject101,ankle,73,0.73
subject101,ankle,15,0.15
subject101,ankle,52,0.52
subject101,ankle,80,0.8
subject101,ankle,32,0.32
subject101,ankle,50,0.5
subject101,ankle,17,0.17
